checkin_info.9-0,checkin_info.9-1,checkin_info.9-2,checkin_info.9-3,checkin_info.9-4,checkin_info.9-5,checkin_info.9-6,checkin_info.20-2,checkin_info.20-3,checkin_info.20-0,checkin_info.20-1,checkin_info.20-6,checkin_info.20-4,checkin_info.20-5,checkin_info.5-4,business_id,checkin_info.12-1,checkin_info.12-0,checkin_info.12-3,checkin_info.12-2,checkin_info.12-5,checkin_info.12-4,checkin_info.12-6,checkin_info.15-6,checkin_info.15-4,checkin_info.15-5,checkin_info.15-2,checkin_info.15-3,checkin_info.15-0,checkin_info.15-1,checkin_info.17-1,checkin_info.22-4,checkin_info.22-5,checkin_info.22-6,checkin_info.22-0,checkin_info.22-1,checkin_info.22-2,checkin_info.22-3,checkin_info.11-2,checkin_info.11-3,checkin_info.11-0,checkin_info.11-1,checkin_info.11-6,checkin_info.11-4,checkin_info.11-5,checkin_info.16-5,checkin_info.16-4,checkin_info.16-6,checkin_info.16-1,checkin_info.16-0,checkin_info.16-3,checkin_info.16-2,checkin_info.1-0,checkin_info.1-1,checkin_info.1-2,checkin_info.1-3,checkin_info.1-4,checkin_info.1-5,checkin_info.1-6,checkin_info.7-3,checkin_info.7-0,checkin_info.7-1,checkin_info.4-1,checkin_info.4-0,checkin_info.4-3,checkin_info.4-2,checkin_info.4-5,checkin_info.4-4,checkin_info.2-5,checkin_info.2-4,checkin_info.3-3,checkin_info.7-4,checkin_info.7-5,checkin_info.19-2,checkin_info.19-3,checkin_info.19-0,checkin_info.19-1,checkin_info.19-6,checkin_info.19-4,checkin_info.19-5,checkin_info.2-3,checkin_info.2-2,checkin_info.2-1,checkin_info.7-2,checkin_info.5-5,checkin_info.5-6,checkin_info.2-0,checkin_info.7-6,checkin_info.5-1,checkin_info.5-2,checkin_info.5-3,checkin_info.3-2,checkin_info.2-6,checkin_info.21-6,checkin_info.21-5,checkin_info.21-4,checkin_info.21-3,checkin_info.21-2,checkin_info.21-1,checkin_info.21-0,checkin_info.8-5,checkin_info.8-4,checkin_info.8-6,type,checkin_info.8-0,checkin_info.8-3,checkin_info.8-2,checkin_info.5-0,checkin_info.17-0,checkin_info.8-1,checkin_info.17-2,checkin_info.17-3,checkin_info.17-4,checkin_info.17-5,checkin_info.17-6,checkin_info.14-3,checkin_info.14-2,checkin_info.14-1,checkin_info.14-0,checkin_info.14-6,checkin_info.14-5,checkin_info.14-4,checkin_info.4-6,checkin_info.13-4,checkin_info.13-5,checkin_info.13-6,checkin_info.13-0,checkin_info.13-1,checkin_info.13-2,checkin_info.13-3,checkin_info.10-6,checkin_info.10-5,checkin_info.10-4,checkin_info.10-3,checkin_info.10-2,checkin_info.10-1,checkin_info.10-0,checkin_info.3-5,checkin_info.23-1,checkin_info.23-0,checkin_info.23-3,checkin_info.23-2,checkin_info.23-5,checkin_info.23-4,checkin_info.23-6,checkin_info.6-5,checkin_info.3-0,checkin_info.0-5,checkin_info.0-4,checkin_info.0-6,checkin_info.0-1,checkin_info.0-0,checkin_info.0-3,checkin_info.0-2,checkin_info.3-6,checkin_info.6-6,checkin_info.3-4,checkin_info.6-4,checkin_info.6-3,checkin_info.6-2,checkin_info.6-1,checkin_info.6-0,checkin_info.3-1,checkin_info.18-6,checkin_info.18-5,checkin_info.18-4,checkin_info.18-3,checkin_info.18-2,checkin_info.18-1,checkin_info.18-0
,,,,,,,,,1,,,,,,sOliNuSVFm8rzB8XNWSVZg,,,2,,,4,2,,,,,,,,,,,,,,,,1,,,,,1,,,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,3,,4,,,,1,,1,,,,,,,1,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,,
2,2,4,2,2,9,5,9,4,5,12,6,11,7,,OhKLmm-9ZA96Rs3poT7oog,5,6,9,3,10,2,5,8,12,18,6,6,11,6,11,4,,1,6,2,1,5,3,4,3,2,10,7,6,16,8,13,7,12,10,7,,,1,1,1,,,1,1,2,1,,,,,,,,,2,2,9,11,10,7,9,9,8,,,,,,,1,,,,,,,1,5,5,9,9,7,6,,3,1,checkin,2,2,2,,8,,8,4,10,14,8,14,14,10,14,10,9,4,,13,6,12,6,7,7,12,4,9,9,3,16,4,6,,1,5,2,2,2,2,3,,,,,,,,,1,,,1,4,1,3,1,1,,14,16,12,7,12,10,11
,,,,,,,,1,,,,1,,,Z5v1F-tAV897ZmM32N0wfQ,9,,4,5,4,12,5,,,,,1,,1,6,,,,,,,,3,3,1,3,1,7,1,3,,1,2,,2,4,,,,,,,,,,,,,,,,,,,,,,3,7,,6,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,1,,3,1,5,1,2,3,1,,,1,2,2,,3,4,4,,3,4,2,3,,1,2,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,2,1,2,3,4,5,
,1,,,1,,,,,1,,,,,,kIFYMeaYAQ44wQVQSO2qqA,,,1,2,,,1,1,,1,,1,,3,4,1,,,,,,,2,1,1,,4,1,4,3,2,,2,1,4,,,,,,,,,,,,,,,,,,,,,,,2,2,,,3,2,,,,,,,,1,1,,,,,,,1,1,,,,,,,,checkin,,,,,,,1,,3,1,2,1,,1,1,2,,,,1,1,1,,,,,1,3,1,,,2,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,1,1,4
,,,,1,1,,,,,,1,,,,UY2xWTdKrCIW9il343KERg,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,1,,,,,,,,1,,,,1,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2,4,4,,4,4,3,2,3,6,3,3,3,3,,0NcJFzS3TjO16aA0TUiOrQ,4,3,3,7,6,4,1,2,2,5,2,,2,4,8,2,,3,1,3,1,1,2,,,2,5,3,4,,4,1,3,2,2,1,,1,,,1,1,,,1,,,2,1,,,1,1,,,2,,1,5,3,6,2,1,3,,,,3,3,,,2,,,,,,5,,3,2,5,2,4,2,4,2,checkin,,,2,,3,,3,3,4,6,3,1,1,3,6,2,6,4,,4,2,3,2,,3,1,3,4,5,4,,10,1,1,1,1,1,,4,1,1,1,,2,1,1,1,,1,1,,1,,,,,2,,,8,6,1,9,6,3,6
,,1,,,,1,,,,,,,,,9XvGXgkkkEhKw819LcPogQ,,,1,,1,,1,,,,,,,,,,,,,,1,,,2,1,1,,,,,1,,,,,,,1,,,,,,,,,1,2,,1,,,,,,,,,,,,,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,checkin,,,,1,,1,,,,,,,,,,,,,1,,3,,2,1,,,2,1,2,4,,1,,,,,,,,,,1,,,,,2,,1,2,,,1,,,,1,,,,,,,,,
,,,,,,,,,,,,,,,vnnZKz4MhVtC7S3QdQPnfw,,,,,,,1,,,,,,1,,2,,,,,,,,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,checkin,,,,,,,2,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1
,1,,,1,2,,,,,,,,,,HeZjAnSpfQ4-gVn_ZykZ9w,1,1,,,,,,,2,1,2,1,2,1,,,,,,,,,,2,,,,,1,,,2,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,checkin,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,1,,,,,1,4,1,4,1,4,,,WcawfXDP0k8UfLyEoz_cvg,16,7,7,10,2,9,,,4,2,4,3,5,3,8,,,,,,,,10,4,12,,,5,,1,2,,11,4,3,6,,,,,,,,,,,,,,,,,,,,,,5,12,4,14,,4,,,,,,,,,,,,,,,,,,,,1,,,,,checkin,,,1,,11,,4,14,8,1,,6,7,7,8,,1,3,,5,6,,11,12,12,7,,2,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,15,12,9,16,10
,,,,,,,,,,,,,,,kLvBOlXqFNYzmxBIKGtKuA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,checkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,
,,,,,,,,,,,,,1,,H6F8CVOFILdnSUQtmvy_zQ,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,1,2,1,,,3,,,,1,1,,6Sju5af4E0CnxngJcE1RPQ,1,,1,1,2,2,4,,,1,,1,1,1,,,,,1,,,1,1,1,,,2,1,2,,,1,1,,2,1,,,,,1,,1,,,,,,,,1,,1,1,1,1,,1,,2,1,4,,,,,1,,,,,,,,,,,,,2,,,,1,1,,2,checkin,3,,,,1,,,2,1,,2,,,,,1,1,3,,1,2,2,1,1,1,2,1,1,1,,,1,,3,,,,,1,1,2,,,,,1,,,2,,,,1,,,,,,,,1,,2,1,2,2
4,8,7,4,2,3,,1,3,,3,1,5,2,2,ihMUU9D2mcgrp7fi8lmqJg,9,5,10,8,13,11,1,,4,1,1,3,1,5,5,2,,,,,,1,6,7,6,6,,11,6,2,2,,2,5,7,2,,,,,,,,3,9,3,,,,1,,1,,,,2,2,4,3,4,1,,5,3,,,,3,,,,,,,,,,,1,,,1,,,3,6,,checkin,2,4,,,1,4,1,7,4,6,,5,4,3,3,1,2,5,,5,11,,9,3,4,4,,6,4,2,4,1,2,,,,,,,,,1,,1,,,,,,,,,,1,6,2,1,,,,2,3,4,6,3,4
,1,,,,,,,,,,,,,,7YLE8j_Hvx_SIvZMmyCuHw,,2,,,,1,,1,,4,,,,,,,,,,,,,1,,,2,,,,1,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,1,,,2,,,,,1,,,,,,1,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,,X5ym_bvxZYMpe2ovDKWV7w,1,2,2,,1,,1,,1,,1,,,,,,,,,,,,1,,,1,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,2,,,,1,1,,,,,,1,1,1,,1,1,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,
,1,1,,,,,5,3,2,,3,7,9,,crSme9ZoLQNMtRGxv0htTw,,2,3,1,5,4,8,4,1,2,1,1,,,3,4,3,6,,,,3,3,2,2,1,2,1,7,4,4,3,,,1,3,,,,,,,,,,,,,,,,,,,,,,2,7,1,4,6,8,5,,,1,,,,,,,,,,,4,4,7,2,4,,,,,,checkin,,1,,,2,,5,5,13,7,5,,,,,6,7,2,,,2,5,,,1,1,2,,1,1,1,,,,,1,1,,2,1,1,,,2,,,,,,,,,,,,,,,,5,4,6,4,5,3,5
,,,,,1,,,,,,,,,,zQcyWSYnG2ZiOCBhUxfhqw,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,1,,,,,,,,2,,,,,,,1,checkin,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,,,
,,,,,,,1,2,3,1,,1,4,,d6CUe9LjkFFqYtt7WuW5Lg,1,1,1,2,1,5,4,2,,3,,,,,,,,,,,,,,,1,1,,3,2,,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,5,1,2,,,,,,,,,,,,,,,,,,1,,1,,,,checkin,,,,,2,,2,3,6,3,5,,1,,,2,1,,,1,,5,3,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,8,3,3,1,1
,,,,,,,1,,2,,1,1,3,,uBXSxanoPdT_Jc_x0_7ggg,3,,2,1,2,3,4,,1,,2,,,,5,1,2,,,,,,1,,,1,1,,3,,2,1,3,,1,1,,,,,,,,,,,,,,,,,,,,,,2,3,1,,1,4,2,,,,,,,,,,,,,,,,,,1,,,,,,checkin,,,1,,1,,,1,3,3,1,1,2,,,3,3,,,2,1,5,,3,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,6,4,3,1,2
,,,,,,,,2,,,,1,1,,GV1P1x9eRb4iZHCxj5_IjA,2,5,7,5,5,7,,1,3,3,,1,,,,,,,,,,,3,3,,3,2,6,1,5,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,,7,9,,,,,,1,,,,,,,,,1,,,,,,,,,checkin,,,,,1,,1,9,5,3,2,2,2,,,6,4,1,,1,5,2,,2,1,1,,,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,13,4,5,5,6
,,,,,,,,,,,,,,,BosUOpPIn6a-jvyakJ-WGg,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
3,4,4,4,4,3,5,1,,1,2,,2,3,1,jJ_wv0fbdHqZ5LICd4Htgw,2,1,4,3,6,4,7,3,1,6,6,4,,3,2,,,,,,,,3,5,2,10,5,5,1,5,3,4,2,5,2,3,,,,,,,,5,1,1,,,,,,,,,,1,1,,1,3,2,2,1,1,,,,3,,,,2,1,,,,,,,,,,,,,8,4,checkin,9,1,5,1,4,6,,3,,1,4,1,3,2,6,1,4,2,,2,5,,1,5,4,1,3,5,2,2,2,3,,,,,,,,,,2,,,,,,,,,,1,,2,,2,,,,4,4,,1,,6,3
,,,,,,,1,,,,,,1,,AlvsPQC2TortGg90Ws8Xmg,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,2,1,1,1,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,checkin,,,,,,,,2,1,,1,1,,1,,,,1,,,,1,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,
,,,,,,,,,,,,,,,sCP15vpcbWEGqhNtFFd1AQ,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,checkin,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,1,,,2,1,,1,,,,,,,59UeMwoDGFyk2zW-qInNjw,,,1,,1,,2,,,,,1,1,,2,,,,,,,,,,,1,1,,1,,,1,,,,1,,,,,,,,1,1,,,,,,,1,,,,,1,,,,1,1,2,,,,,,,,,,,,,,,,1,1,,,1,,2,,,checkin,,,1,,3,,,1,,,,,1,1,,2,,,,,2,3,,,1,2,1,1,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,3,1,1,,1
,,,,,,,2,2,1,,,3,6,,mnPRnWnNLM5cdjGEteWy7w,,,,,,,,,1,,,,,1,,2,4,2,1,,1,,,,,,,,,1,1,3,2,,4,1,,,,,,1,,,,,,,,,,,,,,,,3,4,3,3,2,2,3,,,,,,,,,,,,,,2,5,1,1,2,1,,,,,checkin,,,,,,,2,2,1,6,2,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2,1,,,3,,2,,1,,,,,,,,,,,,2,,2,1,4,1,
1,,,,,,,1,4,,,,1,1,,ZOROJ4IV6V2sEAmh0v-w2A,,2,1,2,4,1,1,1,,,,,,,,,,,,1,,,1,2,2,2,,4,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,,2,,,,,,,,,,,,,,,3,3,2,,,,,1,,checkin,,,,,,,,,,,1,2,,1,5,1,2,,,1,3,,1,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1
,,,,,,1,4,3,4,4,6,12,6,,8x__4Jd-JMoWUYCkv6IJwA,3,1,,,,3,,,,,,1,,,2,1,,1,,2,,1,,1,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,5,8,1,5,6,8,8,1,,,,,,,,,,,,1,1,5,1,1,3,1,2,,,,checkin,,,,,5,,2,4,4,5,7,1,2,1,1,,,,,3,1,1,,1,2,2,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,5,10,12,5,6,7,6
,,,,,,,,2,,,,1,,,XFf_SY9mZe0XGYjPetzpbQ,1,,,,,3,,1,1,,1,1,,,1,,,,,,,,1,,,1,,,,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,checkin,,,,,1,,1,,,1,,,,,,1,,1,,1,,1,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
,,,,,,,1,,1,1,1,1,2,,sG-fXLyIrR2fBIObuBrkrg,,,,,,,,,,,,,1,,1,,1,1,,1,,2,,,,,,,,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,2,,1,,3,2,1,,,,,,,,,,,,,,,6,3,1,1,2,,,,,checkin,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,1,1,,2,,3,2
,1,1,,,2,3,2,1,2,,1,,,,DoDRDIA9FvRJ9Ujj1NpOwA,,3,1,2,2,2,,2,,2,,1,2,3,2,1,,,,,,1,1,1,,,1,,1,,,,1,2,1,2,,,,,,,,,1,4,,,,,,,,,,1,,1,2,1,1,,,,,,,,,,,,,,,,,1,,1,2,,,,,,,checkin,,,,,1,,2,1,2,2,1,1,2,,,1,,1,,2,1,3,2,,,2,1,,,,,,,,1,,,,2,,,,,,,,,,,,,,,1,,,,,,1,2,,1,2,,
,,,,,,,2,,,,,1,,,HIHOvslQA_m6S86H5QO2nw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,
2,,1,,1,3,8,1,1,,1,1,,4,,9syGIeH7Xryqgp84ZnMjPA,2,4,,2,7,1,6,2,2,5,,2,1,,8,,1,,,1,,1,1,2,3,2,5,,1,3,6,6,4,,4,4,,,,,,,,3,1,1,,,,,,,,,,1,2,1,1,,,,1,3,,,,2,,,,2,,1,,,,,1,,,1,,1,4,1,2,checkin,3,1,2,,9,3,7,3,9,6,5,2,2,,2,6,,1,,2,3,4,1,,,,2,4,1,,1,1,4,,,,,,,,,1,,1,,,,,,,,,,,1,1,1,2,,4,5,2,3,1,3,6
,,,,,,,,,1,,,,,,ORapLduM9k-ra5WV8H-sQA,3,4,4,,,2,,,,1,,,,1,3,,,,,,,,2,1,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,1,,1,,1,2,1,,,,1,1,,,,,,,,,,,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1
,,,,1,,,,,1,,,1,,,MnDgPRcPvIGissn3pKOa_Q,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,checkin,,,,,,,,2,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1
,,,,,,,,,,,,1,,,Y5ftpklvYcdviNKMrRP_yw,1,,,,,1,2,1,1,3,,,,,1,,,,1,,,,,,1,1,,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,checkin,,,,,,,,,1,2,4,,,,,2,1,,,,1,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,1
,1,1,1,4,5,9,1,3,1,1,,6,1,,x6SGXzrmGPJklnbKO_SGxg,1,3,3,1,6,1,2,5,3,6,2,6,7,6,,,3,,,,1,,2,1,1,1,6,1,6,13,8,12,5,5,6,5,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,4,5,5,,,,,,,,,,,,,,1,1,5,2,1,1,2,1,,1,checkin,1,,1,,5,,7,5,6,11,3,2,2,,2,6,3,4,,2,7,3,1,2,,,6,6,,3,4,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,6,5,5,3,1,3,4
,1,,,,3,1,2,,,1,,4,2,,g-eZgnBDvSDguF8cUxKCkA,1,1,,,2,2,6,,,,1,,1,,,,2,,,,,,1,,,1,5,1,2,2,,,2,,1,,,,,,,,,2,,,,,,,,,,,,,1,1,1,,1,1,,1,,,,1,,,,2,,1,,,,1,,1,,,,1,,,3,checkin,1,,,,1,,1,1,,,1,,,,,2,1,,,2,,,,,,,1,2,2,1,,1,,,,,,,,1,,,,,,,,,,,,1,,1,,,,2,,2,3,,1,,,1
,,2,,,,2,6,4,,3,7,10,22,,no_FXjscklz1SEzM_XnVgw,15,2,15,9,3,23,9,2,4,1,2,3,,,5,23,13,,,,1,11,11,10,3,5,12,7,,2,2,5,4,1,8,4,,,,,,,,,,,,,,,,,,,,,,13,9,4,13,2,14,19,,,,,,,,,,,,1,,2,18,14,10,1,3,,,,,checkin,,,,,2,,11,8,13,6,11,,,,1,1,,,,7,2,13,,7,3,2,9,1,2,1,3,1,,,,,1,1,4,6,,,,2,,1,1,,,,,,,,,,,,,11,19,14,8,7,6,1
8,5,8,9,10,50,52,5,4,5,4,1,14,13,,uEJQSIjWui-TDWXaGlcqyQ,14,25,36,27,53,48,41,18,4,17,4,7,13,6,21,7,,,,,,1,41,23,24,32,67,34,59,16,10,8,4,9,6,8,,,,,,1,,2,,,,,,,,,,,,1,,17,14,16,15,,26,36,,,,,,,,,,,1,,,1,1,5,1,,,,13,2,17,checkin,5,1,3,,23,,13,10,19,35,,4,6,7,9,27,28,12,,19,47,42,9,4,12,16,78,61,16,7,15,11,18,,,,2,,,5,,,,,,,,1,,,,,,,,,,1,,,26,31,21,20,23,10
,,,,1,2,4,6,3,8,6,3,5,4,,W6srPMtIQi41RfJWbb6vXw,2,2,2,2,1,3,,1,2,1,,1,2,1,5,,,,1,,2,1,2,1,1,1,4,4,,2,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,10,7,2,11,2,3,3,,,,,,,,,,,,,,,1,2,3,4,4,1,,,,checkin,2,,,,4,,3,2,2,4,1,2,1,3,,,1,,,,3,,,2,3,,,1,,1,2,1,2,,,,,,,,2,,,1,1,1,1,,,,,,,,1,1,,,,4,2,1,8,3,3,7
,,,,,,1,,,,,,,,,vfv0rermjJJkWD50Plo5ig,,1,,,2,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,,,,,,1,1,,1,,2,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,
,,,,,,1,4,2,2,6,2,7,3,,Q337sJLaPPiKCsoIoSEWGg,8,6,3,8,19,10,7,2,2,7,1,7,1,4,7,,1,,1,,,,,6,3,6,8,3,11,9,8,7,2,1,2,4,,,,,,,,,,,,,,,,,,,,,,7,5,3,2,10,13,10,,,,,,,,,,,,,,2,5,2,,2,4,,,,,checkin,,,,,8,,8,2,8,13,6,2,2,1,2,7,6,4,,3,15,9,3,3,8,4,2,1,1,1,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,13,16,11,12,13,9,
2,1,3,,,1,,1,,2,2,2,3,,,3v8cGkIfJfTTNNoKqaFbaQ,,3,1,2,4,1,2,1,2,5,,,2,2,2,,,,1,,,,3,1,3,1,1,1,2,3,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,,1,,,,,,,,,1,,,,,,,,1,2,1,1,1,1,,,checkin,1,,1,,3,,1,4,1,1,2,,,1,,1,2,1,,,4,2,3,1,2,2,,5,1,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,4,4,3,1,2,1
,,,,,,,,,,,,,,,yBbqiCdOdiSz3QOaZu6cGg,,,,1,,,,1,,,,,,2,,,,,,,,,1,,2,,2,1,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,checkin,,,,,,,,,1,,,1,,1,,,1,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
,,,,,,,1,1,1,1,1,1,1,,EBwv1DBGKsfdNZEYL70Dqw,1,,1,1,,1,,1,,,1,1,,1,,,,,,,,,,1,,1,1,1,,,,,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,1,,,,1,,,,,,,,,,,,,,,,2,,,,checkin,,,1,,,,,,3,2,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3,1,2,1,,
1,,,,,1,,,,,,,,,,NgtL59zyO_uHkCRdAKx9Aw,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,checkin,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,2,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,
,,,1,,,,,,,,1,,,,8lxgsvzSgp3Wqjs9ntaiSA,1,2,,,,1,,1,1,,4,2,,1,,,1,,1,,,1,1,,2,,,1,,1,,2,,,1,1,,,,,,3,1,,,,,,,,,,1,,,,,,2,,,3,,,,,,,,,,,,,,,,2,2,2,,1,1,1,,,,checkin,,,,,,,,4,,,1,,,1,,1,,2,,1,,,,1,1,,,1,1,,,,,,,,2,,2,2,,,,2,2,,,1,,,,,,,,,,,,,,,,,,
7,2,3,2,2,10,15,11,11,1,,8,8,10,,yVQiGdxmnrkJDyQXv2maNA,,29,39,38,36,33,38,22,6,23,7,5,10,1,2,,1,,,,,,52,38,44,,25,29,34,13,11,25,,16,10,13,,,,,,,,,2,,,,,,,,,,,,,20,28,26,,32,44,24,,,,1,,,,,,,,,,,,,1,,,,1,2,8,checkin,,6,4,,23,1,24,33,25,18,33,6,6,1,11,29,24,13,,26,32,29,17,1,15,20,23,15,22,18,27,,10,,,,,,,1,,2,,,,,,,,,,,,,,,,,,39,33,33,45,44,,39
